filename;numVertices;numEdges;kWeight;maxIterations;removeVerticesPercentage;rxrSize;rxrTime;rxeSize;rxeTime;rxcoSize;rxcoTime;rxcmSize;rxcmTime;exrSize;exrTime;exeSize;exeTime;excoSize;excoTime;excmSize;excmTime;coxrSize;coxrTime;coxeSize;coxeTime;coxcoSize;coxcoTime;coxcmSize;coxcmTime;cmxrSize;cmxrTime;cmxeSize;cmxeTime;cmxcoSize;cmxcoTime;cmxcmSize;cmxcmTime
rerun/w_rnd_graph_2000_30_1.txt;2000;600700;0.1;64;0.2;0;0.0;0;0.0;0;0.0;11;4.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_30_1.txt;2000;600700;0.25;64;0.2;0;0.0;0;0.0;0;0.0;13;6.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_30_1.txt;2000;600700;0.5;64;0.2;0;0.0;0;0.0;0;0.0;15;7.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_30_1.txt;2000;600700;0.75;64;0.2;0;0.0;0;0.0;0;0.0;18;10.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_30_1.txt;2000;600700;1.0;64;0.2;0;0.0;0;0.0;0;0.0;21;13.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_20_2.txt;1000;100400;0.1;64;0.2;0;0.0;0;0.0;0;0.0;14;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_20_2.txt;1000;100400;0.25;64;0.2;0;0.0;0;0.0;0;0.0;16;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_20_2.txt;1000;100400;0.5;64;0.2;0;0.0;0;0.0;0;0.0;18;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_20_2.txt;1000;100400;0.75;64;0.2;0;0.0;0;0.0;0;0.0;23;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_20_2.txt;1000;100400;1.0;64;0.2;0;0.0;0;0.0;0;0.0;27;4.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_3.txt;1000;250250;0.1;64;0.2;0;0.0;0;0.0;0;0.0;6;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_3.txt;1000;250250;0.25;64;0.2;0;0.0;0;0.0;0;0.0;7;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_3.txt;1000;250250;0.5;64;0.2;0;0.0;0;0.0;0;0.0;8;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_3.txt;1000;250250;0.75;64;0.2;0;0.0;0;0.0;0;0.0;10;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_3.txt;1000;250250;1.0;64;0.2;0;0.0;0;0.0;0;0.0;11;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_20_1.txt;2000;400800;0.1;64;0.2;0;0.0;0;0.0;0;0.0;16;7.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_20_1.txt;2000;400800;0.25;64;0.2;0;0.0;0;0.0;0;0.0;18;7.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_20_1.txt;2000;400800;0.5;64;0.2;0;0.0;0;0.0;0;0.0;20;9.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_20_1.txt;2000;400800;0.75;64;0.2;0;0.0;0;0.0;0;0.0;27;15.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_20_1.txt;2000;400800;1.0;64;0.2;0;0.0;0;0.0;0;0.0;32;20.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_40_2.txt;2000;800600;0.1;64;0.2;0;0.0;0;0.0;0;0.0;8;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_40_2.txt;2000;800600;0.25;64;0.2;0;0.0;0;0.0;0;0.0;10;4.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_40_2.txt;2000;800600;0.5;64;0.2;0;0.0;0;0.0;0;0.0;11;5.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_40_2.txt;2000;800600;0.75;64;0.2;0;0.0;0;0.0;0;0.0;14;7.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_2000_40_2.txt;2000;800600;1.0;64;0.2;0;0.0;0;0.0;0;0.0;16;9.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_3000_40_3.txt;3000;1800900;0.1;64;0.2;0;0.0;0;0.0;0;0.0;9;8.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_3000_40_3.txt;3000;1800900;0.25;64;0.2;0;0.0;0;0.0;0;0.0;10;11.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_3000_40_3.txt;3000;1800900;0.5;64;0.2;0;0.0;0;0.0;0;0.0;12;11.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_3000_40_3.txt;3000;1800900;0.75;64;0.2;0;0.0;0;0.0;0;0.0;14;15.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_3000_40_3.txt;3000;1800900;1.0;64;0.2;0;0.0;0;0.0;0;0.0;17;21.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_2.txt;1000;250250;0.1;64;0.2;0;0.0;0;0.0;0;0.0;6;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_2.txt;1000;250250;0.25;64;0.2;0;0.0;0;0.0;0;0.0;7;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_2.txt;1000;250250;0.5;64;0.2;0;0.0;0;0.0;0;0.0;8;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_2.txt;1000;250250;0.75;64;0.2;0;0.0;0;0.0;0;0.0;10;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_1000_50_2.txt;1000;250250;1.0;64;0.2;0;0.0;0;0.0;0;0.0;12;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_4000_30_1.txt;4000;2401400;0.1;64;0.2;0;0.0;0;0.0;0;0.0;13;23.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_4000_30_1.txt;4000;2401400;0.25;64;0.2;0;0.0;0;0.0;0;0.0;15;26.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
rerun/w_rnd_graph_4000_30_1.txt;4000;2401400;0.5;64;0.2;0;0.0;0;0.0;0;0.0;17;34.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
